location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
St. Maries,BENEWAH,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,8,µg/m³,47.3167,-116.570297,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
San Antonio Palo Alt,San Antonio,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,16,µg/m³,29.332803,-98.551396,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
San Antonio Old Hwy9,San Antonio,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,18.2,µg/m³,29.423933,-98.580505,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
SPRNGDLE,Fayetteville-Springdale-Rogers,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,14.5,µg/m³,36.1797,-94.1167,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arkansas Department of Environmental Quality""}]"
Crystal River Preser,Homosassa Springs,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,8.1,µg/m³,28.958372,-82.643094,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Diablo,Phoenix-Mesa-Scottsdale,US,2017-02-27T13:00:00.000Z,2017-02-27T06:00:00-07:00,pm25,4.3,µg/m³,33.3961,-111.968,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maricopa County Air Quality Department""}]"
Paradise Theater,BUTTE,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,-2,µg/m³,39.753889,-121.624444,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fort Lee Near Road,New York-Northern New Jersey-Long Island,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,17,µg/m³,40.85355,-73.9661,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Cottage Grove City S,Eugene-Springfield,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,5.5,µg/m³,43.7995,-123.0535,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Lane Regional Air Protection Agency""}]"
Howard County Near R,HOWARD,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,12,µg/m³,39.143197,-76.846192,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Seattle-10th & Welle,Seattle-Tacoma-Bellevue,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,4.5,µg/m³,47.597222,-122.319722,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Madawaska PSB,AROOSTOOK,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,4,µg/m³,47.3553,-68.3211,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Kona,Hilo,US,2017-02-27T13:00:00.000Z,2017-02-27T03:00:00-10:00,pm25,13,µg/m³,19.5097,-155.9133,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Pahala,Hilo,US,2017-02-27T13:00:00.000Z,2017-02-27T03:00:00-10:00,pm25,14,µg/m³,19.2065,-155.4689,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
LAN1,Lancaster,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,24.7,µg/m³,40.0439,-76.1125,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Madisonville,New Orleans-Metairie-Kenner,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,9.3,µg/m³,30.4293,-90.1997,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Louisiana Department of Environmental Quality""}]"
Greenville-ESC,Greenville,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,8.4,µg/m³,34.843899,-82.414597,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Carolina DHEC""}]"
Bee Ridge,Sarasota-Bradenton-Venice,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,11.1,µg/m³,27.2906,-82.5072,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Idaho Falls / Penfor,Idaho Falls,US,2017-02-27T13:00:00.000Z,2017-02-27T06:00:00-07:00,pm25,2,µg/m³,43.4683,-112.053101,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Kapolei,Honolulu,US,2017-02-27T13:00:00.000Z,2017-02-27T03:00:00-10:00,pm25,4,µg/m³,21.323601,-158.088593,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
Willows-Colusa,GLENN,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,6,µg/m³,39.533889,-122.190833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Otay Mesa - Donovan,San Diego-Carlsbad-San Marcos,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,0,µg/m³,32.579361,-116.929486,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Diego APCD""}]"
Dayton - Sinclair,Dayton,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,6.4,µg/m³,39.758235,-84.197375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Laney College,San Francisco-Oakland-Fremont,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,2,µg/m³,37.793624,-122.263376,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Mesa 2 /Nipomo,San Luis Obispo-Paso Robles,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,0,µg/m³,35.02079,-120.56389,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Luis Obispo County APCD""}]"
Redwood City,San Francisco-Oakland-Fremont,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,0,µg/m³,37.4828,-122.2022,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Lompoc H Street,Santa Barbara-Santa Maria,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,4,µg/m³,34.637798,-120.456703,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Santa Barbara County Air Pollution Control District""}]"
Goleta,Santa Barbara-Santa Maria,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,4,µg/m³,34.445301,-119.827797,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Santa Barbara County Air Pollution Control District""}]"
Gilory - 9th Street,San Jose-Sunnyvale-Santa Clara,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,2,µg/m³,36.999571,-121.574684,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Anderson,Redding,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,16.8,µg/m³,40.4531,-122.2978,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Shasta County Air Quality Management District""}]"
Vallejo,Vallejo-Fairfield,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,6,µg/m³,38.102507,-122.237976,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Modesto - 14th Stree,Modesto,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,1,µg/m³,37.6583,-120.9936,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Yuba City,Yuba City,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,7,µg/m³,39.1389,-121.6175,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Visalia - N. Church,Visalia-Porterville,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,14,µg/m³,36.3322,-119.2903,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Thousand Oaks - Moor,Oxnard-Thousand Oaks-Ventura,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,7,µg/m³,34.21,-118.8694,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ventura County  APCD""}]"
Ojai - Ojai Ave.,Oxnard-Thousand Oaks-Ventura,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,1,µg/m³,34.4483,-119.2303,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ventura County  APCD""}]"
Simi Valley - Cochra,Oxnard-Thousand Oaks-Ventura,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,-2,µg/m³,34.2775,-118.6847,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ventura County  APCD""}]"
El Rio - Rio Mesa Sc,Oxnard-Thousand Oaks-Ventura,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,7,µg/m³,34.2653,-119.1336,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ventura County  APCD""}]"
Davis - UCD Campus,Sacramento--Arden-Arcade--Roseville,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,4,µg/m³,38.53455,-121.7734,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Danbury,Bridgeport-Stamford-Norwalk,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,9,µg/m³,41.4014,-73.4447,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Connecticut Dept. of Energy and Environmental Protection""}]"
KILLENS,Dover,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,8.3,µg/m³,38.9847,-75.5556,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Delaware Dept. of Natural Resources and Environment""}]"
SEAFORD,Seaford,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,11.6,µg/m³,38.6444,-75.6131,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Delaware Dept. of Natural Resources and Environment""}]"
St. Andrews Park,Panama City-Lynn Haven,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,7,µg/m³,30.128901,-85.738098,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Ellyson Industrial P,Pensacola-Ferry Pass-Brent,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,3.2,µg/m³,30.525,-87.204399,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
GANDY,Tampa-St. Petersburg-Clearwater,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,11.9,µg/m³,27.8928,-82.5383,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hillsborough County - Tampa""}]"
Bonifay,HOLMES,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,10,µg/m³,30.8475,-85.6044,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Winkler Pump Station,Cape Coral-Fort Myers,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,10,µg/m³,26.6028,-81.8789,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Tallahassee Communit,Tallahassee,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,5.6,µg/m³,30.4397,-84.3483,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
CARY,Chicago-Naperville-Joliet,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,8.7,µg/m³,42.2211,-88.2411,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
East St. Louis,St. Louis,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,3.5,µg/m³,38.611893,-90.160614,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
BRAIDWD,Chicago-Naperville-Joliet,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,12.5,µg/m³,41.2222,-88.1906,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
SETRPC Mauriceville,Beaumont-Port Arthur,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,6.9,µg/m³,30.18,-93.8731,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Audubon C38,Austin-Round Rock,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,15.8,µg/m³,30.483168,-97.8723,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Hawthorne,Salt Lake City,US,2017-02-27T13:00:00.000Z,2017-02-27T06:00:00-07:00,pm25,-2.1,µg/m³,40.733501,-111.871696,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Utah Department of Environmental Quality""}]"
North Provo,Provo-Orem,US,2017-02-27T13:00:00.000Z,2017-02-27T06:00:00-07:00,pm25,3,µg/m³,40.253502,-111.6632,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Utah Department of Environmental Quality""}]"
Lindon - Provo,Provo-Orem,US,2017-02-27T13:00:00.000Z,2017-02-27T06:00:00-07:00,pm25,0,µg/m³,40.3414,-111.7136,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Utah Department of Environmental Quality""}]"
Bennington,Bennington,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,4,µg/m³,42.887501,-73.249702,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Vermont Air Quality & Climate Division""}]"
Underhill,Burlington-South Burlington,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,3.3,µg/m³,44.528389,-72.868973,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Vermont Air Quality & Climate Division""}]"
FRANCONIA,Washington-Arlington-Alexandria,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,11.1,µg/m³,38.771702,-77.108902,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
BUTLER MANUF. CO NEA,Winchester,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,0.5,µg/m³,39.282799,-78.081398,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
MATH & SCIENCE CTR,Richmond,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,12.8,µg/m³,37.55652,-77.40027,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
EAST VINTON ELEMENTA,Roanoke,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,9,µg/m³,37.285599,-79.884201,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
Seattle-Beacon Hill,Seattle-Tacoma-Bellevue,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,6.5,µg/m³,47.568236,-122.308628,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
NCORE,BROWARD,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,21,µg/m³,26.054047,-80.257608,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Broward County Pollution Prevention  Division""}]"
Near Road,BROWARD,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,21.7,µg/m³,26.131256,-80.167847,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Broward County Pollution Prevention  Division""}]"
NORMAL,Bloomington-Normal,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,17.6,µg/m³,40.5169,-88.9975,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
Cedrbluf,TREGO,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,9.7,µg/m³,38.7703,-99.7636,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kansas Dept. of Health and Environment""}]"
WY/KC,Kansas City,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,16.2,µg/m³,39.1175,-94.6356,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Kansas Dept. of Health and Environment""}]"
NEWG,Philadelphia-Camden-Wilmington,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,20.3,µg/m³,39.8344,-75.7678,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Narragansett,Providence-New Bedford-Fall River,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,4,µg/m³,41.4942,-71.4219,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
Kaufman C71,Dallas-Fort Worth-Arlington,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,10,µg/m³,32.565,-96.3175,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
South Phoenix,Phoenix-Mesa-Scottsdale,US,2017-02-27T13:00:00.000Z,2017-02-27T06:00:00-07:00,pm25,4,µg/m³,33.4033,-112.0731,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maricopa County Air Quality Department""}]"
LEEDS,Birmingham-Hoover,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,25.3,µg/m³,33.5453,-86.5492,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Jefferson County Department of Health""}]"
Tulsa,Tulsa,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,13.5,µg/m³,36.206699,-95.976402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Reno3,Reno-Sparks,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,1,µg/m³,39.525082,-119.807716,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Sparks,Reno-Sparks,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,2,µg/m³,39.540916,-119.746758,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washoe County Health District Air Quality Management Division""}]"
Rose Elementary,Tucson,US,2017-02-27T13:00:00.000Z,2017-02-27T06:00:00-07:00,pm25,6,µg/m³,32.1731,-110.9797,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pima County Department of Environmental Quality""}]"
Coachline,Tucson,US,2017-02-27T13:00:00.000Z,2017-02-27T06:00:00-07:00,pm25,6,µg/m³,32.3806,-111.1272,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pima County Department of Environmental Quality""}]"
Green Valley,Tucson,US,2017-02-27T13:00:00.000Z,2017-02-27T06:00:00-07:00,pm25,5,µg/m³,31.8794,-110.9964,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pima County Department of Environmental Quality""}]"
Sequoia and Kings Ca,Visalia-Porterville,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,21.9,µg/m³,36.489399,-118.826897,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""National Park Service""}]"
Rossville,Chattanooga,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,18,µg/m³,34.9789,-85.3009,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Georgia Department of Natural Resources""}]"
Leavenworth-Evans St,Wenatchee,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,6.6,µg/m³,47.5988,-120.6647,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Toppenish-Yakama Tri,Yakima,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,9,µg/m³,46.380199,-120.332603,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Wellpinit-Spokane Tr,STEVENS,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,10.4,µg/m³,47.885201,-117.988602,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Winthrop-Chewuch Rd,OKANOGAN,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,3.1,µg/m³,48.4772,-120.1906,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Yakima-4th Ave,Yakima,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,10,µg/m³,46.594952,-120.512283,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Galveston Airport C1,Houston-Sugar Land-Baytown,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,9.9,µg/m³,29.2631,-94.8564,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Durham Armory,Durham,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,12.6,µg/m³,35.9919,-78.8964,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
Waco C1037,Waco,US,2017-02-27T13:00:00.000Z,2017-02-27T07:00:00-06:00,pm25,8.4,µg/m³,31.6531,-97.0706,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
White Springs,HAMILTON,US,2017-02-27T13:00:00.000Z,2017-02-27T08:00:00-05:00,pm25,8.7,µg/m³,30.4264,-82.7947,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Florida Dept. of Environmental Protection""}]"
Kamiah-ID,IDAHO,US,2017-02-27T13:00:00.000Z,2017-02-27T05:00:00-08:00,pm25,4.2,µg/m³,46.2094,-116.027496,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
