location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Batavia,Cincinnati-Middletown,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,6.4,µg/m³,39.0828,-84.1441,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
WIND CAVE,CUSTER,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,3.7,µg/m³,43.557613,-103.483658,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
St. Maries,BENEWAH,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,8,µg/m³,47.3167,-116.570297,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
San Antonio Palo Alt,San Antonio,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,23.7,µg/m³,29.332803,-98.551396,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
San Antonio Old Hwy9,San Antonio,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,23.4,µg/m³,29.423933,-98.580505,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Longmont,Boulder,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,3.4,µg/m³,40.164585,-105.100861,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Colorado Department of Public Health and Environment""}]"
SPRNGDLE,Fayetteville-Springdale-Rogers,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,8.8,µg/m³,36.1797,-94.1167,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arkansas Department of Environmental Quality""}]"
Grand Junction - Pow,Grand Junction,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,1.4,µg/m³,39.063599,-108.561096,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Colorado Department of Public Health and Environment""}]"
Toppenish-Yakama Tri,Yakima,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,12,µg/m³,46.380199,-120.332603,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Wellpinit-Spokane Tr,STEVENS,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,5.4,µg/m³,47.885201,-117.988602,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Winthrop-Chewuch Rd,OKANOGAN,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,7.7,µg/m³,48.4772,-120.1906,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Irmo,Columbia,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,21.1,µg/m³,34.051102,-81.154999,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Carolina DHEC""}]"
Yakima-4th Ave,Yakima,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,12,µg/m³,46.594952,-120.512283,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Galveston Airport C1,Houston-Sugar Land-Baytown,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,9,µg/m³,29.2631,-94.8564,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Durham Armory,Durham,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,8.9,µg/m³,35.9919,-78.8964,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
Waco C1037,Waco,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,14.3,µg/m³,31.6531,-97.0706,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Kamiah-ID,IDAHO,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,3,µg/m³,46.2094,-116.027496,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Lapwai-ID,Lewiston,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,-0.5,µg/m³,46.397202,-116.806198,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Groton Fort Griswold,Norwich-New London,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,14,µg/m³,41.3536,-72.0789,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Connecticut Dept. of Energy and Environmental Protection""}]"
ADEQ-DSR,Little Rock-North Little Rock,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,6.2,µg/m³,34.6811,-92.3283,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arkansas Department of Environmental Quality""}]"
Twin Falls PM25,TWIN FALLS,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,2,µg/m³,42.565089,-114.494717,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Cincinnati Near Road,Cincinnati-Middletown,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,9.7,µg/m³,39.146025,-84.538375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Cortina Rancheria,COLUSA,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,3.7,µg/m³,39.015,-122.286111,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tribal Environmental Exchange Network""}]"
Sebastopol,Santa Rosa-Petaluma,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,8,µg/m³,38.403765,-122.818294,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Towanda,BRADFORD,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,10.5,µg/m³,41.705226,-76.512726,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Indpls - I-70 E,Indianapolis,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,9.2,µg/m³,39.787933,-86.13088,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Indiana Dept. of Environmental Management 2""}]"
Paradise Theater,BUTTE,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,20,µg/m³,39.753889,-121.624444,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fort Lee Near Road,New York-Northern New Jersey-Long Island,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,8.9,µg/m³,40.85355,-73.9661,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Jersey Dept. of Environmental Protection""}]"
Cottage Grove City S,Eugene-Springfield,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,1,µg/m³,43.7995,-123.0535,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Lane Regional Air Protection Agency""}]"
Howard County Near R,HOWARD,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,8,µg/m³,39.143197,-76.846192,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Madawaska PSB,AROOSTOOK,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,11,µg/m³,47.3553,-68.3211,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Willows-Colusa,GLENN,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,11,µg/m³,39.533889,-122.190833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Otay Mesa - Donovan,San Diego-Carlsbad-San Marcos,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,-1.1,µg/m³,32.579361,-116.929486,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Diego APCD""}]"
Dayton - Sinclair,Dayton,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,3.7,µg/m³,39.758235,-84.197375,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Ohio EPA-DAPC""}]"
Laney College,San Francisco-Oakland-Fremont,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,5,µg/m³,37.793624,-122.263376,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
San Jose - Knox Ave,San Jose-Sunnyvale-Santa Clara,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,6,µg/m³,37.338202,-121.849892,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Francisco Bay Area AQMD""}]"
Red Lake Nation,BELTRAMI,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,5,µg/m³,47.878159,-95.029172,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Rumford,OXFORD,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,18,µg/m³,44.5514,-70.5463,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maine Dept. of Environmental Protection""}]"
Lakeville - Near Roa,DAKOTA,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,11,µg/m³,44.706123,-93.285803,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Vancouver-NE 84th Av,CLARK,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,6,µg/m³,45.64336,-122.58737,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Broadus,POWDER RIVER,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,1.2,µg/m³,45.440295,-105.37028,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
BONDVILLE,CHAMPAIGN,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,8.4,µg/m³,40.052241,-88.372549,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Illinois EPA""}]"
Great Falls Overlook,CASCADE,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,6.5,µg/m³,47.494318,-111.303317,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Lewistown,FERGUS,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,5.1,µg/m³,47.048537,-109.455315,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Columbia Falls,FLATHEAD,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,5.2,µg/m³,48.363694,-114.189272,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Bozeman High School,GALLATIN,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,0.9,µg/m³,45.683765,-111.056282,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
NCORE,LEWIS AND CLARK,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,2.7,µg/m³,46.8505,-111.987164,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
French Town - Beckwi,MISSOULA,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,6,µg/m³,47.012907,-114.224273,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Seeley Elementary Sc,MISSOULA,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,35.9,µg/m³,47.17563,-113.476182,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Malta,PHILLIPS,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,2.2,µg/m³,48.317507,-107.862471,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Hamilton PS 46,RAVALLI,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,4.8,µg/m³,46.243621,-114.158889,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Birney,ROSEBUD,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,-2.1,µg/m³,45.366151,-106.48982,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Montana DEQ""}]"
Littleton,AROOSTOOK,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,6.6,µg/m³,46.228731,-67.882566,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Aroostook Band of Micmacs""}]"
LIVONIA NEAR ROAD,WAYNE,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,18,µg/m³,42.421494,-83.425168,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Michigan Department of Environmental Quality""}]"
Atascadero2,San Luis Obispo-Paso Robles,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,7,µg/m³,35.494556,-120.666203,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""San Luis Obispo County APCD""}]"
KAHULUI,MAUI,US,2017-02-28T08:00:00.000Z,2017-02-27T22:00:00-10:00,pm25,1,µg/m³,20.869444,-156.492417,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hawaii State Dept. of Health""}]"
2912 Coffey,Omaha-Council Bluffs,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,20,µg/m³,41.133317,-95.956078,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Douglas County Health Department (Omaha)""}]"
Hinds CC,Jackson,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,9.4,µg/m³,32.346905,-90.225928,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Mississippi DEQ""}]"
SYDNEY,Tampa-St. Petersburg-Clearwater,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,10.8,µg/m³,27.5792,-82.1383,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Hillsborough County - Tampa""}]"
Pinehurst,SHOSHONE,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,7,µg/m³,47.536712,-116.236867,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Idaho City,BOISE,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,5.7,µg/m³,43.823017,-115.838557,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Garden Valley,BOISE,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,3.7,µg/m³,44.104498,-115.972386,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Grangeville,IDAHO,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,4,µg/m³,45.931301,-116.115196,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Bridgeport,Bridgeport-Stamford-Norwalk,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,17,µg/m³,41.171398,-73.195297,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Connecticut Dept. of Energy and Environmental Protection""}]"
Lacrosse-Hill St,Pullman,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,1.6,µg/m³,46.8153,-117.8739,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Longview-30th Ave,Longview,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,8.1,µg/m³,46.1394,-122.9619,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Moscow,Moscow,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,3,µg/m³,46.728199,-116.954597,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Idaho Department of Environmental Quality""}]"
Chatfield Park - 115,Denver-Aurora,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,9.6,µg/m³,39.5339,-105.07,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Colorado Department of Public Health and Environment""}]"
LWATTOWR,Thomasville-Lexington,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,8.1,µg/m³,35.8142,-80.2633,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
Piney Run,GARRETT,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,6,µg/m³,39.705799,-79.011902,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Maryland Department of the Environment""}]"
Heritage Middle Scho,San Antonio,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,27.4,µg/m³,29.35291,-98.332838,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Riverside,Chattanooga,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,13.2,µg/m³,35.0508,-85.2931,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Chattanooga-Hamilton County Air Pollution Control Bureau""}]"
BDED,Asheville,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,12,µg/m³,35.6075,-82.5833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""North Carolina DEQ - Divison of Air Quality""}]"
Lake Sugema,VAN BUREN,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,11,µg/m³,40.693298,-92.006104,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Iowa DNR""}]"
Brainerd,Brainerd,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,13,µg/m³,46.3944,-94.1433,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
Lebanon,Lebanon,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,11.6,µg/m³,43.629605,-72.309499,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""New Hampshire Dept. of Environmental Services""}]"
Twisp-Glover St,CHELAN,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,10.3,µg/m³,48.3645,-120.1211,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Ellensburg-Ruby St,Ellensburg,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,18,µg/m³,46.9936,-120.545,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
El Dorado,El Dorado,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,5.8,µg/m³,33.215,-92.6689,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Arkansas Department of Environmental Quality""}]"
Amarillo Texas A&M C,Amarillo,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,3.9,µg/m³,35.2006,-101.9083,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Texas Commission on Environmental Quality""}]"
Detroit Lakes,BECKER,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,6,µg/m³,46.8511,-95.8467,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Minnesota Pollution Control Agency""}]"
MICMAC,AROOSTOOK,US,2017-02-28T08:00:00.000Z,2017-02-28T03:00:00-05:00,pm25,7,µg/m³,46.6964,-68.033096,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Aroostook Band of Micmacs""}]"
Credit Union,Rapid City,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,9.2,µg/m³,44.087397,-103.273777,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Anacortes-202 Ave (S,SKAGIT,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,10,µg/m³,48.52059,-122.61428,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Bremerton-Spruce Ave,KITSAP,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,2.2,µg/m³,47.592675,-122.627397,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Chico -  East,BUTTE,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,12,µg/m³,39.76161,-121.84048,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Fresno - Garland,FRESNO,US,2017-02-28T08:00:00.000Z,2017-02-28T00:00:00-08:00,pm25,12.3,µg/m³,36.785378,-119.773206,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""California Air Resources Board""}]"
Roosvelt,DUCHESNE,US,2017-02-28T08:00:00.000Z,2017-02-28T01:00:00-07:00,pm25,0.5,µg/m³,40.2943,-110.009,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Utah Department of Environmental Quality""}]"
Watertown,CODINGTON,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,6,µg/m³,44.89965,-97.128802,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Research Farm,BROOKINGS,US,2017-02-28T08:00:00.000Z,2017-02-28T02:00:00-06:00,pm25,11.7,µg/m³,44.348604,-96.807299,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
